2.889444137071064400e-01,8.202865637525997844e-01,4.403054205118531287e-10
3.752598003213852285e-01,2.589040379378834134e-01,1.078914265768271937e-09
7.701886825936895553e-01,2.325018929946121027e-01,3.555650267968305845e-10
3.960782994588130101e-04,4.893001286631368241e-01,5.960943995578469080e-07
2.710569489885148453e-01,7.219213203768332088e-01,1.598814673128030742e-11
3.188199343394648722e-04,3.271689287766580412e-01,2.436235479214680204e-06
9.391198477496479624e-01,5.665680655521512232e-01,7.067099844063760752e-10
3.770587081085006731e-01,1.556661413014657769e-01,7.608380766788063121e-10
1.434308720944486026e-01,5.303555391725904844e-01,5.583477592331504151e-10
3.253668638883741027e-01,4.992942288190767575e-01,3.002409114420139425e-11
3.440736827977630696e-04,1.243600122035518618e-01,3.510760789209767156e-06
1.308076718853912190e-04,6.407296439535572485e-01,1.232476902813373890e-06
4.064730370428870643e-04,2.331186837394423617e-01,3.034597846070715125e-06
7.518228967628992621e-05,4.074497584333939271e-01,1.453418321025744506e-06
2.345382872492862703e-04,8.986211338968876916e-01,2.554272551792181533e-06
4.035518460300633325e-01,5.210127702550096940e-01,6.375865065219065618e-10
6.225261596904155814e-01,2.735469108558252760e-01,1.161689602520294654e-10
5.783783955970456248e-05,2.501374761934765933e-02,2.194608397762748078e-06
9.761619816204729627e-01,4.861082933049731269e-01,1.883706329690539212e-10
7.511822589790873028e-01,4.831639641142810304e-01,8.839932987908962248e-10
3.003317214339914498e-01,8.427024055424757742e-01,2.885832861802518033e-10
2.337354934708879561e-04,3.849892710434288379e-01,6.214917796682068583e-07
3.440924744106954591e-04,6.020788892274190340e-01,2.629773232233752394e-06
3.194514147892846267e-04,3.804663512927712321e-01,7.079004528373333392e-07
4.625416721898145678e-04,1.572542915597963109e-01,1.908253602634179544e-08
6.846769500736850089e-01,5.478728223544576670e-01,8.241335820223188207e-10
7.960613105298663950e-03,1.708833325776868972e-01,1.885656079101433072e-09
3.700450965083656452e-01,1.305461976251044987e-01,1.086069524612555226e-09
5.153290619674955053e-06,2.539782013855947929e-01,1.395685072693331292e-06
3.567803160834381870e-04,9.083584632328589592e-02,3.512657184456722241e-06
5.639944844260114110e-05,3.869741271833836982e-01,2.371156045097590224e-07
1.240975677120892406e-04,3.635371932029567432e-01,2.763217487509482780e-06
9.140523617039577609e-01,9.039983089889025436e-02,1.728726712251940189e-10
2.151686126394825038e-05,6.386773635763485224e-01,2.971039573115339941e-06
1.070483968879099024e-05,1.674736177559686956e-01,6.909427238321637036e-07
3.796688156426364369e-04,1.755764968020645522e-01,9.575400861723930996e-07
6.772502109257461100e-02,2.098835418626446570e-01,8.378534703813706976e-11
2.135712062505729092e-02,2.211938594312609641e-01,1.444797838312612874e-10
1.829484078553211823e-04,1.434955778584816599e-01,3.339203671827794307e-06
2.155102174687950622e-04,1.300347902698064106e-01,2.920334913112975381e-07
1.529205779232656326e-04,1.352279977804008992e-01,8.273915926330486058e-07
2.844525869419856079e-04,4.571194106218358089e-01,2.655376721732222464e-06
6.970233963955585477e-01,7.629040768794719263e-01,5.003595964970820051e-11
1.225591812989318408e-02,3.152892578375585120e-01,6.274590324401115076e-10
5.557175809220805673e-01,7.621983202962517856e-02,3.546464913115532689e-10
5.456190005883748695e-01,5.169931495794727327e-02,4.102993355907622137e-10
3.719913370678030184e-01,1.976532038786168732e-01,7.113450558684069063e-10
5.169735498937837459e-01,6.086700620075430335e-01,8.840132739641154533e-11
2.097719547160536990e-04,4.439609126451793397e-02,5.194254685488231507e-07
4.119075525925719461e-04,1.856975307824422772e-01,3.655110625092344652e-06
2.291607944629181493e-04,1.603280322624567877e-01,1.805030035402165610e-06
1.548667207731391215e-04,3.500217923251988106e-01,1.408953217768733218e-06
1.534832341990588489e-04,6.218664090668399869e-01,8.113110954143359916e-07
1.411536579902783473e-04,5.122969877632188584e-01,2.554102519874175443e-06
4.270650608816373150e-04,8.032243055447182423e-01,1.080064365091808051e-06
1.986643276002397762e-04,3.997205881134304195e-01,4.684729273833696419e-07
9.440997837069042831e-02,3.741801313905949722e-01,7.418259383552169265e-10
3.883780470348430214e-05,8.067528311783993544e-01,2.678963511684746920e-06
9.936471178448536001e-01,2.752838978815157489e-01,2.673149046350382072e-11
7.993651756024571231e-01,2.941519498817337652e-01,6.977665460541845898e-10
3.164759133830186144e-04,1.132586187242796139e-01,1.219145581171968406e-06
8.750229858603596478e-01,9.553084033873853187e-01,1.470849265623743891e-10
3.780471477815572356e-04,1.211957362623328760e-01,1.173480360645971657e-07
7.876044671871282876e-01,6.634852961219638301e-01,4.599069553128435316e-10
4.477097963024867511e-04,8.835471440109998742e-01,1.824990153384733864e-07
3.313556083733293356e-04,7.820826281056867391e-01,1.184237779704639044e-06
3.236725612673908015e-01,4.825744269430466971e-01,5.696242865948388640e-10
2.525019570945308267e-04,8.761332226271582035e-01,2.178700636115314826e-06
1.041980522554775135e-04,2.938846808589920534e-01,6.647675939092910798e-07
1.758700709075110558e-01,4.338387276471555865e-01,3.069160851850616484e-10
4.579379362019686539e-04,3.943749670685352537e-01,1.783668056868130552e-06
6.654071480240653091e-01,9.050829182636530579e-01,3.584561477692341301e-10
1.846310619795414332e-01,8.063837661737961460e-01,6.923243710067319219e-10
3.366689506495434969e-05,4.301849233897335201e-01,2.984449495890292760e-07
1.178862706836536489e-04,2.214170774743491887e-01,1.914141636389715907e-06
1.671702831546635348e-01,9.361931569980340706e-01,1.823214101474822932e-10
8.823408708868996086e-05,2.897354700555641038e-01,2.922338492527556932e-06
4.506757781622683368e-04,1.116664767176788198e-01,9.837196158347047036e-07
2.300622402209079875e-01,1.024096479427359929e-01,1.114411193359782457e-09
6.769304307291670320e-01,7.592638889260554524e-01,3.252037521272132630e-10
2.591076413971937775e-04,6.437596555704181434e-01,2.274082106657214196e-06
4.859498429845565681e-04,1.206840347447888928e-01,1.231986669372296864e-06
7.821516884243262524e-05,6.747087502360334943e-01,5.451722737201978009e-07
3.067817894587543393e-04,2.124106033873419119e-01,2.352664689373743614e-06
8.168972885433325448e-01,6.008202883634788938e-01,6.798231844221773852e-10
1.400402746036255586e-04,6.132124143649952952e-01,7.809127116073231095e-07
7.894258590962488498e-05,7.889990505314463665e-01,2.820934056868065878e-06
4.924564808169717978e-04,5.539785729984365581e-01,1.623268361669599966e-07
6.796636706862071442e-01,1.129826534226193724e-01,6.143086218016591130e-10
8.898415075667132079e-05,9.469237662056313454e-01,1.282682619161983159e-06
1.747281287048929599e-04,6.037127435404295861e-01,5.645358896661871923e-07
6.488880877951869186e-02,8.682950832101866689e-01,3.489870625017715581e-10
7.537085407027799278e-05,4.627087490727947450e-01,2.742459061699266398e-06
1.945958917983769965e-04,1.443794599842816995e-01,1.324946411335025373e-06
3.548879853326192269e-04,3.296018569390302133e-01,1.506258024297002225e-07
3.217387384866765565e-04,1.265000769552012683e-01,1.265792779756928947e-07
4.679922749079024058e-04,6.636244272737468197e-01,1.096200877848250439e-07
2.260863383448941111e-04,4.881787769027982615e-01,2.127641578232422895e-06
6.965839751024716087e-05,1.367927584771809202e-01,2.050130722547618156e-06
7.858967715164311141e-01,9.365184136985393870e-01,4.462440492575743295e-10
1.841364487756846913e-04,7.296960882127482284e-01,2.462399780875839237e-06
4.048061123476109913e-04,8.606447122273893635e-01,6.681241517856299932e-07
2.310904243640887756e-05,6.106691104793893210e-01,1.449978390444039500e-06
3.534871574985393172e-02,3.590172697309617633e-01,1.182711515251573097e-09
4.209286486733243571e-04,9.248146797902834226e-02,3.152512273410403812e-06
4.853548290757750960e-01,3.118404788710354980e-01,9.979276811608872859e-10
4.478872190078551641e-01,9.123852980932114498e-01,1.243824835502954022e-10
3.857326313749798175e-04,9.274414569735695002e-02,6.018205659413621989e-08
3.088214021685824484e-01,7.081747987739028805e-01,6.379912793663975395e-10
2.049323733505081790e-05,5.689149961804029765e-02,3.609896711174505707e-08
3.653847216629202421e-04,8.863134050347382109e-01,3.896190788765290777e-07
2.465556395896406627e-04,9.615001592028209476e-01,3.529205268731051342e-06
3.323277585641846721e-01,6.772974970704789266e-01,1.833732743602702688e-10
1.393069053634579113e-01,1.120007050825119754e-01,2.673892895217839182e-10
4.274923192542079420e-04,1.856786553068607293e-01,3.626287929362664416e-06
